State,State Code,Year,Year Code,Gender,Gender Code,Cause of death,Cause of death Code,Deaths,Population,Crude Rate
Arizona,4,2012,2012,Male,M,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,49,451136,10.9
Arizona,4,2012,2012,Male,M,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,58,451136,12.9
Arizona,4,2012,2012,Male,M,Accidental poisoning by and exposure to alcohol,X45,15,451136,Unreliable
Arizona,4,2012,2012,Male,M,"Intentional self-harm by hanging, strangulation and suffocation",X70,36,451136,8
Arizona,4,2012,2012,Male,M,Intentional self-harm by handgun discharge,X72,16,451136,Unreliable
Arizona,4,2012,2012,Male,M,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,13,451136,Unreliable
Arizona,4,2012,2012,Male,M,Intentional self-harm by other and unspecified firearm discharge,X74,52,451136,11.5
Arizona,4,2012,2012,Male,M,Assault by other and unspecified firearm discharge,X95,53,451136,11.7
Arizona,4,2012,2012,Male,M,Assault by sharp object,X99,12,451136,Unreliable
Arkansas,5,2012,2012,Female,F,Person injured in collision between other specified motor vehicles (traffic),V87.7,10,191345,Unreliable
Arkansas,5,2012,2012,Female,F,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,11,191345,Unreliable
Arkansas,5,2012,2012,Female,F,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,12,191345,Unreliable
Arkansas,5,2012,2012,Male,M,"Acute myocardial infarction, unspecified",I21.9,11,192888,Unreliable
Arkansas,5,2012,2012,Male,M,Other ill-defined and unspecified causes of mortality,R99,10,192888,Unreliable
Arkansas,5,2012,2012,Male,M,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,35,192888,18.1
Arkansas,5,2012,2012,Male,M,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,10,192888,Unreliable
Arkansas,5,2012,2012,Male,M,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,27,192888,14
Arkansas,5,2012,2012,Male,M,"Intentional self-harm by hanging, strangulation and suffocation",X70,17,192888,Unreliable
Arkansas,5,2012,2012,Male,M,Intentional self-harm by other and unspecified firearm discharge,X74,27,192888,14
Arkansas,5,2012,2012,Male,M,Assault by other and unspecified firearm discharge,X95,39,192888,20.2
California,6,2012,2012,Female,F,"Stomach, unspecified - Malignant neoplasms",C16.9,12,2666993,Unreliable
California,6,2012,2012,Female,F,"Colon, unspecified - Malignant neoplasms",C18.9,11,2666993,Unreliable
California,6,2012,2012,Female,F,"Connective and soft tissue, unspecified - Malignant neoplasms",C49.9,13,2666993,Unreliable
California,6,2012,2012,Female,F,"Breast, unspecified - Malignant neoplasms",C50.9,37,2666993,1.4
California,6,2012,2012,Female,F,"Cervix uteri, unspecified - Malignant neoplasms",C53.9,19,2666993,Unreliable
California,6,2012,2012,Female,F,Malignant neoplasm without specification of site,C80,10,2666993,Unreliable
California,6,2012,2012,Female,F,Acute lymphoblastic leukaemia - Malignant neoplasms,C91.0,12,2666993,Unreliable
California,6,2012,2012,Female,F,Acute myeloid leukaemia - Malignant neoplasms,C92.0,11,2666993,Unreliable
California,6,2012,2012,Female,F,Other obesity,E66.8,15,2666993,Unreliable
California,6,2012,2012,Female,F,"Infantile cerebral palsy, unspecified",G80.9,12,2666993,Unreliable
California,6,2012,2012,Female,F,Atherosclerotic heart disease,I25.1,14,2666993,Unreliable
California,6,2012,2012,Female,F,Alcoholic cirrhosis of liver,K70.3,13,2666993,Unreliable
California,6,2012,2012,Female,F,Systemic lupus erythematosus with organ or system involvement,M32.1,14,2666993,Unreliable
California,6,2012,2012,Female,F,Death from indirect obstetric cause occurring more than 42 days but less than one year after delivery,O96.1,15,2666993,Unreliable
California,6,2012,2012,Female,F,Other ill-defined and unspecified causes of mortality,R99,32,2666993,1.2
California,6,2012,2012,Female,F,"Pedestrian injured in collision with car, pick-up truck or van, traffic accident",V03.1,19,2666993,Unreliable
California,6,2012,2012,Female,F,Pedestrian injured in traffic accident involving other and unspecified motor vehicles,V09.2,12,2666993,Unreliable
California,6,2012,2012,Female,F,Person injured in collision between other specified motor vehicles (traffic),V87.7,18,2666993,Unreliable
California,6,2012,2012,Female,F,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,36,2666993,1.3
California,6,2012,2012,Female,F,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,15,2666993,Unreliable
California,6,2012,2012,Female,F,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,40,2666993,1.5
California,6,2012,2012,Female,F,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,87,2666993,3.3
California,6,2012,2012,Female,F,Accidental poisoning by and exposure to alcohol,X45,11,2666993,Unreliable
California,6,2012,2012,Female,F,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,15,2666993,Unreliable
California,6,2012,2012,Female,F,"Intentional self-harm by hanging, strangulation and suffocation",X70,35,2666993,1.3
California,6,2012,2012,Female,F,Assault by other and unspecified firearm discharge,X95,18,2666993,Unreliable
California,6,2012,2012,Female,F,Assault by sharp object,X99,12,2666993,Unreliable
California,6,2012,2012,Male,M,HIV disease resulting in multiple diseases classified elsewhere,B22.7,11,2815647,Unreliable
California,6,2012,2012,Male,M,"Stomach, unspecified - Malignant neoplasms",C16.9,15,2815647,Unreliable
California,6,2012,2012,Male,M,"Colon, unspecified - Malignant neoplasms",C18.9,21,2815647,0.7
California,6,2012,2012,Male,M,"Testis, unspecified - Malignant neoplasms",C62.9,19,2815647,Unreliable
California,6,2012,2012,Male,M,"Brain, unspecified - Malignant neoplasms",C71.9,34,2815647,1.2
California,6,2012,2012,Male,M,Acute lymphoblastic leukaemia - Malignant neoplasms,C91.0,14,2815647,Unreliable
California,6,2012,2012,Male,M,Acute myeloid leukaemia - Malignant neoplasms,C92.0,10,2815647,Unreliable
California,6,2012,2012,Male,M,"Unspecified diabetes mellitus, with ketoacidosis",E14.1,11,2815647,Unreliable
California,6,2012,2012,Male,M,"Unspecified diabetes mellitus, without complications",E14.9,12,2815647,Unreliable
California,6,2012,2012,Male,M,Other obesity,E66.8,13,2815647,Unreliable
California,6,2012,2012,Male,M,"Mental and behavioural disorders due to use of alcohol, dependence syndrome",F10.2,10,2815647,Unreliable
California,6,2012,2012,Male,M,Muscular dystrophy,G71.0,12,2815647,Unreliable
California,6,2012,2012,Male,M,Hypertensive heart disease without (congestive) heart failure,I11.9,25,2815647,0.9
California,6,2012,2012,Male,M,"Acute myocardial infarction, unspecified",I21.9,12,2815647,Unreliable
California,6,2012,2012,Male,M,"Atherosclerotic cardiovascular disease, so described",I25.0,11,2815647,Unreliable
California,6,2012,2012,Male,M,Atherosclerotic heart disease,I25.1,25,2815647,0.9
California,6,2012,2012,Male,M,Dilated cardiomyopathy,I42.0,15,2815647,Unreliable
California,6,2012,2012,Male,M,"Cardiomyopathy, unspecified",I42.9,22,2815647,0.8
California,6,2012,2012,Male,M,Cardiomegaly,I51.7,23,2815647,0.8
California,6,2012,2012,Male,M,"Intracerebral haemorrhage, unspecified",I61.9,12,2815647,Unreliable
California,6,2012,2012,Male,M,"Asthma, unspecified",J45.9,12,2815647,Unreliable
California,6,2012,2012,Male,M,Alcoholic hepatitis,K70.1,10,2815647,Unreliable
California,6,2012,2012,Male,M,Alcoholic cirrhosis of liver,K70.3,36,2815647,1.3
California,6,2012,2012,Male,M,"Alcoholic liver disease, unspecified",K70.9,14,2815647,Unreliable
California,6,2012,2012,Male,M,Other ill-defined and unspecified causes of mortality,R99,71,2815647,2.5
California,6,2012,2012,Male,M,"Pedestrian injured in collision with car, pick-up truck or van, traffic accident",V03.1,29,2815647,1
California,6,2012,2012,Male,M,Pedestrian injured in traffic accident involving other and unspecified motor vehicles,V09.2,32,2815647,1.1
California,6,2012,2012,Male,M,"Motorcycle rider injured in collision with car, pick-up truck or van, driver injured in traffic accident",V23.4,30,2815647,1.1
California,6,2012,2012,Male,M,"Motorcycle rider injured in collision with fixed or stationary object, driver injured in traffic accident",V27.4,14,2815647,Unreliable
California,6,2012,2012,Male,M,"Motorcycle rider injured in noncollision transport accident, driver injured in traffic accident",V28.4,14,2815647,Unreliable
California,6,2012,2012,Male,M,"Car occupant injured in collision with car, pick-up truck or van, driver injured in traffic accident",V43.5,22,2815647,0.8
California,6,2012,2012,Male,M,"Car occupant injured in collision with fixed or stationary object, driver injured in traffic accident",V47.5,20,2815647,0.7
California,6,2012,2012,Male,M,"Car occupant injured in noncollision transport accident, driver injured in traffic accident",V48.5,13,2815647,Unreliable
California,6,2012,2012,Male,M,Person injured in collision between other specified motor vehicles (traffic),V87.7,54,2815647,1.9
California,6,2012,2012,Male,M,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,95,2815647,3.4
California,6,2012,2012,Male,M,Unspecified fall,W19,10,2815647,Unreliable
California,6,2012,2012,Male,M,Drowning and submersion while in natural water,W69,27,2815647,1
California,6,2012,2012,Male,M,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,40,2815647,1.4
California,6,2012,2012,Male,M,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,149,2815647,5.3
California,6,2012,2012,Male,M,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,184,2815647,6.5
California,6,2012,2012,Male,M,Accidental poisoning by and exposure to alcohol,X45,28,2815647,1
California,6,2012,2012,Male,M,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,32,2815647,1.1
California,6,2012,2012,Male,M,"Intentional self-harm by hanging, strangulation and suffocation",X70,179,2815647,6.4
California,6,2012,2012,Male,M,Intentional self-harm by handgun discharge,X72,81,2815647,2.9
California,6,2012,2012,Male,M,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,22,2815647,0.8
California,6,2012,2012,Male,M,Intentional self-harm by other and unspecified firearm discharge,X74,51,2815647,1.8
California,6,2012,2012,Male,M,Intentional self-harm by sharp object,X78,11,2815647,Unreliable
California,6,2012,2012,Male,M,Intentional self-harm by jumping from a high place,X80,22,2815647,0.8
California,6,2012,2012,Male,M,Intentional self-harm by jumping or lying before moving object,X81,19,2815647,Unreliable
California,6,2012,2012,Male,M,Assault by handgun discharge,X93,50,2815647,1.8
California,6,2012,2012,Male,M,"Assault by rifle, shotgun and larger firearm discharge",X94,22,2815647,0.8
California,6,2012,2012,Male,M,Assault by other and unspecified firearm discharge,X95,305,2815647,10.8
California,6,2012,2012,Male,M,Assault by sharp object,X99,57,2815647,2
California,6,2012,2012,Male,M,Assault by unspecified means,Y09,15,2815647,Unreliable
California,6,2012,2012,Male,M,"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent",Y14,11,2815647,Unreliable
California,6,2012,2012,Male,M,Legal intervention involving firearm discharge,Y35.0,36,2815647,1.3
Colorado,8,2012,2012,Female,F,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,16,367806,Unreliable
Colorado,8,2012,2012,Female,F,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,17,367806,Unreliable
Colorado,8,2012,2012,Female,F,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,27,367806,7.3
Colorado,8,2012,2012,Female,F,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,10,367806,Unreliable
Colorado,8,2012,2012,Female,F,Intentional self-harm by other and unspecified firearm discharge,X74,15,367806,Unreliable
Colorado,8,2012,2012,Male,M,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,18,393864,Unreliable
Colorado,8,2012,2012,Male,M,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,54,393864,13.7
Colorado,8,2012,2012,Male,M,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,34,393864,8.6
Colorado,8,2012,2012,Male,M,"Intentional self-harm by hanging, strangulation and suffocation",X70,43,393864,10.9
Colorado,8,2012,2012,Male,M,Intentional self-harm by handgun discharge,X72,16,393864,Unreliable
Colorado,8,2012,2012,Male,M,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,17,393864,Unreliable
Colorado,8,2012,2012,Male,M,Intentional self-harm by other and unspecified firearm discharge,X74,46,393864,11.7
Colorado,8,2012,2012,Male,M,Assault by other and unspecified firearm discharge,X95,24,393864,6.1
Connecticut,9,2012,2012,Female,F,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,11,216726,Unreliable
Connecticut,9,2012,2012,Male,M,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,19,217824,Unreliable
Connecticut,9,2012,2012,Male,M,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,39,217824,17.9
Connecticut,9,2012,2012,Male,M,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,21,217824,9.6
Connecticut,9,2012,2012,Male,M,"Intentional self-harm by hanging, strangulation and suffocation",X70,20,217824,9.2
Connecticut,9,2012,2012,Male,M,Intentional self-harm by other and unspecified firearm discharge,X74,10,217824,Unreliable
Connecticut,9,2012,2012,Male,M,Assault by other and unspecified firearm discharge,X95,24,217824,11
Delaware,10,2012,2012,Male,M,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,14,57943,Unreliable
Delaware,10,2012,2012,Male,M,"Intentional self-harm by hanging, strangulation and suffocation",X70,11,57943,Unreliable
Delaware,10,2012,2012,Male,M,Assault by other and unspecified firearm discharge,X95,16,57943,Unreliable
District of Columbia,11,2012,2012,Male,M,Assault by other and unspecified firearm discharge,X95,15,65620,Unreliable
Florida,12,2012,2012,Female,F,Unspecified human immunodeficiency virus [HIV] disease,B24,15,1188756,Unreliable
Florida,12,2012,2012,Female,F,"Breast, unspecified - Malignant neoplasms",C50.9,27,1188756,2.3
Florida,12,2012,2012,Female,F,"Cervix uteri, unspecified - Malignant neoplasms",C53.9,21,1188756,1.8
Florida,12,2012,2012,Female,F,Other ill-defined and unspecified causes of mortality,R99,10,1188756,Unreliable
Florida,12,2012,2012,Female,F,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,21,1188756,1.8
Florida,12,2012,2012,Female,F,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,44,1188756,3.7
Florida,12,2012,2012,Female,F,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,93,1188756,7.8
Florida,12,2012,2012,Female,F,"Intentional self-harm by hanging, strangulation and suffocation",X70,22,1188756,1.9
Florida,12,2012,2012,Female,F,Intentional self-harm by other and unspecified firearm discharge,X74,23,1188756,1.9
Florida,12,2012,2012,Female,F,Assault by other and unspecified firearm discharge,X95,23,1188756,1.9
Florida,12,2012,2012,Male,M,Unspecified human immunodeficiency virus [HIV] disease,B24,15,1212478,Unreliable
Florida,12,2012,2012,Male,M,"Colon, unspecified - Malignant neoplasms",C18.9,10,1212478,Unreliable
Florida,12,2012,2012,Male,M,"Brain, unspecified - Malignant neoplasms",C71.9,16,1212478,Unreliable
Florida,12,2012,2012,Male,M,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use",F19.1,11,1212478,Unreliable
Florida,12,2012,2012,Male,M,Hypertensive heart disease without (congestive) heart failure,I11.9,27,1212478,2.2
Florida,12,2012,2012,Male,M,Atherosclerotic heart disease,I25.1,14,1212478,Unreliable
Florida,12,2012,2012,Male,M,Other ill-defined and unspecified causes of mortality,R99,15,1212478,Unreliable
Florida,12,2012,2012,Male,M,"Pedestrian injured in collision with car, pick-up truck or van, traffic accident",V03.1,20,1212478,1.6
Florida,12,2012,2012,Male,M,Pedestrian injured in traffic accident involving other and unspecified motor vehicles,V09.2,17,1212478,Unreliable
Florida,12,2012,2012,Male,M,"Motorcycle rider injured in collision with car, pick-up truck or van, driver injured in traffic accident",V23.4,22,1212478,1.8
Florida,12,2012,2012,Male,M,"Motorcycle rider injured in collision with fixed or stationary object, driver injured in traffic accident",V27.4,18,1212478,Unreliable
Florida,12,2012,2012,Male,M,Driver injured in collision with other and unspecified motor vehicles in traffic accident,V29.4,30,1212478,2.5
Florida,12,2012,2012,Male,M,Motorcycle rider [any] injured in unspecified traffic accident,V29.9,14,1212478,Unreliable
Florida,12,2012,2012,Male,M,"Car occupant injured in collision with car, pick-up truck or van, driver injured in traffic accident",V43.5,11,1212478,Unreliable
Florida,12,2012,2012,Male,M,"Car occupant injured in collision with fixed or stationary object, driver injured in traffic accident",V47.5,16,1212478,Unreliable
Florida,12,2012,2012,Male,M,"Car occupant injured in noncollision transport accident, driver injured in traffic accident",V48.5,10,1212478,Unreliable
Florida,12,2012,2012,Male,M,Car occupant [any] injured in unspecified traffic accident,V49.9,14,1212478,Unreliable
Florida,12,2012,2012,Male,M,Person injured in collision between other specified motor vehicles (traffic),V87.7,15,1212478,Unreliable
Florida,12,2012,2012,Male,M,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,65,1212478,5.4
Florida,12,2012,2012,Male,M,Drowning and submersion while in natural water,W69,17,1212478,Unreliable
Florida,12,2012,2012,Male,M,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,12,1212478,Unreliable
Florida,12,2012,2012,Male,M,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,113,1212478,9.3
Florida,12,2012,2012,Male,M,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,159,1212478,13.1
Florida,12,2012,2012,Male,M,Accidental poisoning by and exposure to alcohol,X45,14,1212478,Unreliable
Florida,12,2012,2012,Male,M,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,10,1212478,Unreliable
Florida,12,2012,2012,Male,M,"Intentional self-harm by hanging, strangulation and suffocation",X70,83,1212478,6.8
Florida,12,2012,2012,Male,M,Intentional self-harm by handgun discharge,X72,28,1212478,2.3
Florida,12,2012,2012,Male,M,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,17,1212478,Unreliable
Florida,12,2012,2012,Male,M,Intentional self-harm by other and unspecified firearm discharge,X74,75,1212478,6.2
Florida,12,2012,2012,Male,M,Assault by handgun discharge,X93,23,1212478,1.9
Florida,12,2012,2012,Male,M,Assault by other and unspecified firearm discharge,X95,169,1212478,13.9
Florida,12,2012,2012,Male,M,Assault by sharp object,X99,26,1212478,2.1
Florida,12,2012,2012,Male,M,Assault by unspecified means,Y09,11,1212478,Unreliable
Georgia,13,2012,2012,Female,F,"Breast, unspecified - Malignant neoplasms",C50.9,14,687460,Unreliable
Georgia,13,2012,2012,Female,F,"Cervix uteri, unspecified - Malignant neoplasms",C53.9,16,687460,Unreliable
Georgia,13,2012,2012,Female,F,"Brain, unspecified - Malignant neoplasms",C71.9,10,687460,Unreliable
Georgia,13,2012,2012,Female,F,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,29,687460,4.2
Georgia,13,2012,2012,Female,F,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,17,687460,Unreliable
Georgia,13,2012,2012,Female,F,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,38,687460,5.5
Georgia,13,2012,2012,Female,F,"Intentional self-harm by hanging, strangulation and suffocation",X70,12,687460,Unreliable
Georgia,13,2012,2012,Female,F,Assault by other and unspecified firearm discharge,X95,23,687460,3.3
Georgia,13,2012,2012,Male,M,"Septicaemia, unspecified",A41.9,12,679147,Unreliable
Georgia,13,2012,2012,Male,M,Unspecified human immunodeficiency virus [HIV] disease,B24,12,679147,Unreliable
Georgia,13,2012,2012,Male,M,Hypertensive heart disease without (congestive) heart failure,I11.9,13,679147,Unreliable
Georgia,13,2012,2012,Male,M,"Acute myocardial infarction, unspecified",I21.9,10,679147,Unreliable
Georgia,13,2012,2012,Male,M,Other ill-defined and unspecified causes of mortality,R99,12,679147,Unreliable
Georgia,13,2012,2012,Male,M,Pedestrian injured in traffic accident involving other and unspecified motor vehicles,V09.2,14,679147,Unreliable
Georgia,13,2012,2012,Male,M,Person injured in collision between other specified motor vehicles (traffic),V87.7,10,679147,Unreliable
Georgia,13,2012,2012,Male,M,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,82,679147,12.1
Georgia,13,2012,2012,Male,M,Drowning and submersion while in natural water,W69,10,679147,Unreliable
Georgia,13,2012,2012,Male,M,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,10,679147,Unreliable
Georgia,13,2012,2012,Male,M,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,57,679147,8.4
Georgia,13,2012,2012,Male,M,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,60,679147,8.8
Georgia,13,2012,2012,Male,M,"Intentional self-harm by hanging, strangulation and suffocation",X70,47,679147,6.9
Georgia,13,2012,2012,Male,M,Intentional self-harm by handgun discharge,X72,23,679147,3.4
Georgia,13,2012,2012,Male,M,Intentional self-harm by other and unspecified firearm discharge,X74,68,679147,10
Georgia,13,2012,2012,Male,M,Assault by other and unspecified firearm discharge,X95,99,679147,14.6
Georgia,13,2012,2012,Male,M,Assault by sharp object,X99,14,679147,Unreliable
Hawaii,15,2012,2012,Male,M,"Intentional self-harm by hanging, strangulation and suffocation",X70,14,105575,Unreliable
Idaho,16,2012,2012,Male,M,"Intentional self-harm by hanging, strangulation and suffocation",X70,11,107171,Unreliable
Illinois,17,2012,2012,Female,F,"Breast, unspecified - Malignant neoplasms",C50.9,19,889321,Unreliable
Illinois,17,2012,2012,Female,F,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,14,889321,Unreliable
Illinois,17,2012,2012,Female,F,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,66,889321,7.4
Illinois,17,2012,2012,Female,F,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,19,889321,Unreliable
Illinois,17,2012,2012,Female,F,"Intentional self-harm by hanging, strangulation and suffocation",X70,22,889321,2.5
Illinois,17,2012,2012,Female,F,Assault by other and unspecified firearm discharge,X95,15,889321,Unreliable
Illinois,17,2012,2012,Male,M,"Brain, unspecified - Malignant neoplasms",C71.9,12,897005,Unreliable
Illinois,17,2012,2012,Male,M,Hypertensive heart disease without (congestive) heart failure,I11.9,22,897005,2.5
Illinois,17,2012,2012,Male,M,Dilated cardiomyopathy,I42.0,12,897005,Unreliable
Illinois,17,2012,2012,Male,M,"Cardiac arrhythmia, unspecified",I49.9,12,897005,Unreliable
Illinois,17,2012,2012,Male,M,"Pneumonia, unspecified",J18.9,10,897005,Unreliable
Illinois,17,2012,2012,Male,M,Other ill-defined and unspecified causes of mortality,R99,12,897005,Unreliable
Illinois,17,2012,2012,Male,M,"Car occupant injured in collision with fixed or stationary object, driver injured in traffic accident",V47.5,11,897005,Unreliable
Illinois,17,2012,2012,Male,M,Person injured in collision between other specified motor vehicles (traffic),V87.7,12,897005,Unreliable
Illinois,17,2012,2012,Male,M,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,48,897005,5.4
Illinois,17,2012,2012,Male,M,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,209,897005,23.3
Illinois,17,2012,2012,Male,M,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,42,897005,4.7
Illinois,17,2012,2012,Male,M,"Intentional self-harm by hanging, strangulation and suffocation",X70,64,897005,7.1
Illinois,17,2012,2012,Male,M,Intentional self-harm by other and unspecified firearm discharge,X74,41,897005,4.6
Illinois,17,2012,2012,Male,M,Assault by other and unspecified firearm discharge,X95,162,897005,18.1
Illinois,17,2012,2012,Male,M,Assault by sharp object,X99,11,897005,Unreliable
Indiana,18,2012,2012,Female,F,"Breast, unspecified - Malignant neoplasms",C50.9,11,416561,Unreliable
Indiana,18,2012,2012,Female,F,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,14,416561,Unreliable
Indiana,18,2012,2012,Female,F,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,14,416561,Unreliable
Indiana,18,2012,2012,Female,F,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,39,416561,9.4
Indiana,18,2012,2012,Female,F,"Intentional self-harm by hanging, strangulation and suffocation",X70,10,416561,Unreliable
Indiana,18,2012,2012,Female,F,Intentional self-harm by other and unspecified firearm discharge,X74,11,416561,Unreliable
