State,State Code,Year,Year Code,Gender,Gender Code,Cause of death,Cause of death Code,Deaths,Population,Crude Rate
Arizona,4,2014,2014,Male,M,Assault by other and unspecified firearm discharge,X95,58,462790,12.5
Arizona,4,2014,2014,Male,M,Assault by sharp object,X99,11,462790,Unreliable
Arkansas,5,2014,2014,Female,F,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,11,192668,Unreliable
Arkansas,5,2014,2014,Male,M,"Acute myocardial infarction, unspecified",I21.9,13,193862,Unreliable
Arkansas,5,2014,2014,Male,M,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,18,193862,Unreliable
Arkansas,5,2014,2014,Male,M,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,23,193862,11.9
Arkansas,5,2014,2014,Male,M,"Intentional self-harm by hanging, strangulation and suffocation",X70,24,193862,12.4
Arkansas,5,2014,2014,Male,M,Intentional self-harm by other and unspecified firearm discharge,X74,28,193862,14.4
Arkansas,5,2014,2014,Male,M,Assault by other and unspecified firearm discharge,X95,31,193862,16
California,6,2014,2014,Female,F,"Colon, unspecified - Malignant neoplasms",C18.9,10,2786457,Unreliable
California,6,2014,2014,Female,F,"Breast, unspecified - Malignant neoplasms",C50.9,49,2786457,1.8
California,6,2014,2014,Female,F,"Cervix uteri, unspecified - Malignant neoplasms",C53.9,28,2786457,1
California,6,2014,2014,Female,F,Malignant neoplasm of ovary,C56,11,2786457,Unreliable
California,6,2014,2014,Female,F,"Brain, unspecified - Malignant neoplasms",C71.9,21,2786457,0.8
California,6,2014,2014,Female,F,Acute myeloid leukaemia - Malignant neoplasms,C92.0,12,2786457,Unreliable
California,6,2014,2014,Female,F,"Infantile cerebral palsy, unspecified",G80.9,20,2786457,0.7
California,6,2014,2014,Female,F,Alcoholic cirrhosis of liver,K70.3,26,2786457,0.9
California,6,2014,2014,Female,F,Systemic lupus erythematosus with organ or system involvement,M32.1,13,2786457,Unreliable
California,6,2014,2014,Female,F,Death from indirect obstetric cause occurring more than 42 days but less than one year after delivery,O96.1,19,2786457,Unreliable
California,6,2014,2014,Female,F,Other ill-defined and unspecified causes of mortality,R99,30,2786457,1.1
California,6,2014,2014,Female,F,"Pedestrian injured in collision with car, pick-up truck or van, traffic accident",V03.1,10,2786457,Unreliable
California,6,2014,2014,Female,F,Pedestrian injured in traffic accident involving other and unspecified motor vehicles,V09.2,15,2786457,Unreliable
California,6,2014,2014,Female,F,"Car occupant injured in collision with car, pick-up truck or van, driver injured in traffic accident",V43.5,10,2786457,Unreliable
California,6,2014,2014,Female,F,Person injured in collision between other specified motor vehicles (traffic),V87.7,20,2786457,0.7
California,6,2014,2014,Female,F,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,39,2786457,1.4
California,6,2014,2014,Female,F,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,24,2786457,0.9
California,6,2014,2014,Female,F,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,37,2786457,1.3
California,6,2014,2014,Female,F,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,77,2786457,2.8
California,6,2014,2014,Female,F,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,14,2786457,Unreliable
California,6,2014,2014,Female,F,"Intentional self-harm by hanging, strangulation and suffocation",X70,48,2786457,1.7
California,6,2014,2014,Female,F,Intentional self-harm by handgun discharge,X72,12,2786457,Unreliable
California,6,2014,2014,Female,F,Assault by other and unspecified firearm discharge,X95,21,2786457,0.8
California,6,2014,2014,Female,F,Assault by sharp object,X99,11,2786457,Unreliable
California,6,2014,2014,Male,M,"Septicaemia, unspecified",A41.9,11,2936929,Unreliable
California,6,2014,2014,Male,M,"Stomach, unspecified - Malignant neoplasms",C16.9,17,2936929,Unreliable
California,6,2014,2014,Male,M,"Colon, unspecified - Malignant neoplasms",C18.9,13,2936929,Unreliable
California,6,2014,2014,Male,M,"Testis, unspecified - Malignant neoplasms",C62.9,17,2936929,Unreliable
California,6,2014,2014,Male,M,"Brain, unspecified - Malignant neoplasms",C71.9,23,2936929,0.8
California,6,2014,2014,Male,M,Malignant neoplasm without specification of site,C80,14,2936929,Unreliable
California,6,2014,2014,Male,M,Acute lymphoblastic leukaemia - Malignant neoplasms,C91.0,18,2936929,Unreliable
California,6,2014,2014,Male,M,Acute myeloid leukaemia - Malignant neoplasms,C92.0,17,2936929,Unreliable
California,6,2014,2014,Male,M,"Unspecified diabetes mellitus, with ketoacidosis",E14.1,14,2936929,Unreliable
California,6,2014,2014,Male,M,Other obesity,E66.8,17,2936929,Unreliable
California,6,2014,2014,Male,M,"Mental and behavioural disorders due to use of alcohol, dependence syndrome",F10.2,18,2936929,Unreliable
California,6,2014,2014,Male,M,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use",F19.1,13,2936929,Unreliable
California,6,2014,2014,Male,M,"Epilepsy, unspecified",G40.9,12,2936929,Unreliable
California,6,2014,2014,Male,M,Muscular dystrophy,G71.0,12,2936929,Unreliable
California,6,2014,2014,Male,M,"Infantile cerebral palsy, unspecified",G80.9,21,2936929,0.7
California,6,2014,2014,Male,M,Hypertensive heart disease without (congestive) heart failure,I11.9,32,2936929,1.1
California,6,2014,2014,Male,M,"Acute myocardial infarction, unspecified",I21.9,19,2936929,Unreliable
California,6,2014,2014,Male,M,"Atherosclerotic cardiovascular disease, so described",I25.0,14,2936929,Unreliable
California,6,2014,2014,Male,M,Atherosclerotic heart disease,I25.1,28,2936929,1
California,6,2014,2014,Male,M,Dilated cardiomyopathy,I42.0,20,2936929,0.7
California,6,2014,2014,Male,M,Other hypertrophic cardiomyopathy,I42.2,11,2936929,Unreliable
California,6,2014,2014,Male,M,"Cardiomyopathy, unspecified",I42.9,24,2936929,0.8
California,6,2014,2014,Male,M,Cardiomegaly,I51.7,28,2936929,1
California,6,2014,2014,Male,M,Dissection of aorta [any part],I71.0,10,2936929,Unreliable
California,6,2014,2014,Male,M,"Pneumonia, unspecified",J18.9,13,2936929,Unreliable
California,6,2014,2014,Male,M,"Asthma, unspecified",J45.9,12,2936929,Unreliable
California,6,2014,2014,Male,M,Alcoholic cirrhosis of liver,K70.3,44,2936929,1.5
California,6,2014,2014,Male,M,"Alcoholic liver disease, unspecified",K70.9,15,2936929,Unreliable
California,6,2014,2014,Male,M,"Acute pancreatitis, unspecified",K85.9,10,2936929,Unreliable
California,6,2014,2014,Male,M,Other ill-defined and unspecified causes of mortality,R99,65,2936929,2.2
California,6,2014,2014,Male,M,"Pedestrian injured in collision with car, pick-up truck or van, traffic accident",V03.1,31,2936929,1.1
California,6,2014,2014,Male,M,Unspecified whether traffic or nontraffic accident,V05.9,11,2936929,Unreliable
California,6,2014,2014,Male,M,Pedestrian injured in traffic accident involving other and unspecified motor vehicles,V09.2,42,2936929,1.4
California,6,2014,2014,Male,M,"Motorcycle rider injured in collision with car, pick-up truck or van, driver injured in traffic accident",V23.4,27,2936929,0.9
California,6,2014,2014,Male,M,"Motorcycle rider injured in collision with fixed or stationary object, driver injured in traffic accident",V27.4,27,2936929,0.9
California,6,2014,2014,Male,M,"Motorcycle rider injured in noncollision transport accident, driver injured in traffic accident",V28.4,12,2936929,Unreliable
California,6,2014,2014,Male,M,Driver injured in collision with other and unspecified motor vehicles in traffic accident,V29.4,23,2936929,0.8
California,6,2014,2014,Male,M,"Car occupant injured in collision with car, pick-up truck or van, driver injured in traffic accident",V43.5,22,2936929,0.7
California,6,2014,2014,Male,M,"Car occupant injured in collision with fixed or stationary object, driver injured in traffic accident",V47.5,32,2936929,1.1
California,6,2014,2014,Male,M,"Car occupant injured in noncollision transport accident, driver injured in traffic accident",V48.5,11,2936929,Unreliable
California,6,2014,2014,Male,M,Person injured in collision between other specified motor vehicles (traffic),V87.7,33,2936929,1.1
California,6,2014,2014,Male,M,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,116,2936929,3.9
California,6,2014,2014,Male,M,Drowning and submersion while in natural water,W69,26,2936929,0.9
California,6,2014,2014,Male,M,Exposure to uncontrolled fire in building or structure,X00,10,2936929,Unreliable
California,6,2014,2014,Male,M,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,66,2936929,2.2
California,6,2014,2014,Male,M,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,173,2936929,5.9
California,6,2014,2014,Male,M,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,203,2936929,6.9
California,6,2014,2014,Male,M,Accidental poisoning by and exposure to alcohol,X45,20,2936929,0.7
California,6,2014,2014,Male,M,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,25,2936929,0.9
California,6,2014,2014,Male,M,"Intentional self-harm by hanging, strangulation and suffocation",X70,211,2936929,7.2
California,6,2014,2014,Male,M,Intentional self-harm by handgun discharge,X72,72,2936929,2.5
California,6,2014,2014,Male,M,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,39,2936929,1.3
California,6,2014,2014,Male,M,Intentional self-harm by other and unspecified firearm discharge,X74,49,2936929,1.7
California,6,2014,2014,Male,M,Intentional self-harm by sharp object,X78,12,2936929,Unreliable
California,6,2014,2014,Male,M,Intentional self-harm by jumping from a high place,X80,24,2936929,0.8
California,6,2014,2014,Male,M,Intentional self-harm by jumping or lying before moving object,X81,17,2936929,Unreliable
California,6,2014,2014,Male,M,Assault by handgun discharge,X93,52,2936929,1.8
California,6,2014,2014,Male,M,"Assault by rifle, shotgun and larger firearm discharge",X94,11,2936929,Unreliable
California,6,2014,2014,Male,M,Assault by other and unspecified firearm discharge,X95,258,2936929,8.8
California,6,2014,2014,Male,M,Assault by sharp object,X99,55,2936929,1.9
California,6,2014,2014,Male,M,Assault by unspecified means,Y09,16,2936929,Unreliable
California,6,2014,2014,Male,M,Legal intervention involving firearm discharge,Y35.0,29,2936929,1
California,6,2014,2014,Male,M,Sequelae of motor-vehicle accident,Y85.0,14,2936929,Unreliable
California,6,2014,2014,Male,M,Sequelae of assault,Y87.1,11,2936929,Unreliable
Colorado,8,2014,2014,Female,F,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,13,384415,Unreliable
Colorado,8,2014,2014,Female,F,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,27,384415,7
Colorado,8,2014,2014,Female,F,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,23,384415,6
Colorado,8,2014,2014,Female,F,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,11,384415,Unreliable
Colorado,8,2014,2014,Male,M,Alcoholic cirrhosis of liver,K70.3,14,414512,Unreliable
Colorado,8,2014,2014,Male,M,Motorcycle rider [any] injured in unspecified traffic accident,V29.9,11,414512,Unreliable
Colorado,8,2014,2014,Male,M,Person injured in collision between other specified motor vehicles (traffic),V87.7,11,414512,Unreliable
Colorado,8,2014,2014,Male,M,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,18,414512,Unreliable
Colorado,8,2014,2014,Male,M,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,63,414512,15.2
Colorado,8,2014,2014,Male,M,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,49,414512,11.8
Colorado,8,2014,2014,Male,M,"Intentional self-harm by hanging, strangulation and suffocation",X70,48,414512,11.6
Colorado,8,2014,2014,Male,M,Intentional self-harm by handgun discharge,X72,17,414512,Unreliable
Colorado,8,2014,2014,Male,M,Intentional self-harm by other and unspecified firearm discharge,X74,47,414512,11.3
Colorado,8,2014,2014,Male,M,Assault by other and unspecified firearm discharge,X95,24,414512,5.8
Connecticut,9,2014,2014,Female,F,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,25,219103,11.4
Connecticut,9,2014,2014,Female,F,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,13,219103,Unreliable
Connecticut,9,2014,2014,Male,M,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,20,222209,9
Connecticut,9,2014,2014,Male,M,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,65,222209,29.3
Connecticut,9,2014,2014,Male,M,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,28,222209,12.6
Connecticut,9,2014,2014,Male,M,"Intentional self-harm by hanging, strangulation and suffocation",X70,13,222209,Unreliable
Connecticut,9,2014,2014,Male,M,Assault by other and unspecified firearm discharge,X95,11,222209,Unreliable
Delaware,10,2014,2014,Male,M,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,21,61153,34.3
Delaware,10,2014,2014,Male,M,Assault by other and unspecified firearm discharge,X95,13,61153,Unreliable
District of Columbia,11,2014,2014,Male,M,Assault by other and unspecified firearm discharge,X95,18,70169,Unreliable
Florida,12,2014,2014,Female,F,"Septicaemia, unspecified",A41.9,11,1253195,Unreliable
Florida,12,2014,2014,Female,F,Unspecified human immunodeficiency virus [HIV] disease,B24,13,1253195,Unreliable
Florida,12,2014,2014,Female,F,"Breast, unspecified - Malignant neoplasms",C50.9,19,1253195,Unreliable
Florida,12,2014,2014,Female,F,"Cervix uteri, unspecified - Malignant neoplasms",C53.9,11,1253195,Unreliable
Florida,12,2014,2014,Female,F,Acute myeloid leukaemia - Malignant neoplasms,C92.0,10,1253195,Unreliable
Florida,12,2014,2014,Female,F,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use",F19.1,14,1253195,Unreliable
Florida,12,2014,2014,Female,F,Other ill-defined and unspecified causes of mortality,R99,10,1253195,Unreliable
Florida,12,2014,2014,Female,F,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,31,1253195,2.5
Florida,12,2014,2014,Female,F,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,63,1253195,5
Florida,12,2014,2014,Female,F,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,108,1253195,8.6
Florida,12,2014,2014,Female,F,"Intentional self-harm by hanging, strangulation and suffocation",X70,23,1253195,1.8
Florida,12,2014,2014,Female,F,Intentional self-harm by other and unspecified firearm discharge,X74,22,1253195,1.8
Florida,12,2014,2014,Female,F,Assault by other and unspecified firearm discharge,X95,24,1253195,1.9
Florida,12,2014,2014,Male,M,Unspecified human immunodeficiency virus [HIV] disease,B24,11,1278822,Unreliable
Florida,12,2014,2014,Male,M,"Brain, unspecified - Malignant neoplasms",C71.9,18,1278822,Unreliable
Florida,12,2014,2014,Male,M,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use",F19.1,13,1278822,Unreliable
Florida,12,2014,2014,Male,M,"Epilepsy, unspecified",G40.9,12,1278822,Unreliable
Florida,12,2014,2014,Male,M,"Infantile cerebral palsy, unspecified",G80.9,12,1278822,Unreliable
Florida,12,2014,2014,Male,M,Hypertensive heart disease without (congestive) heart failure,I11.9,18,1278822,Unreliable
Florida,12,2014,2014,Male,M,"Acute myocardial infarction, unspecified",I21.9,11,1278822,Unreliable
Florida,12,2014,2014,Male,M,Atherosclerotic heart disease,I25.1,17,1278822,Unreliable
Florida,12,2014,2014,Male,M,"Cardiomyopathy, unspecified",I42.9,12,1278822,Unreliable
Florida,12,2014,2014,Male,M,"Asthma, unspecified",J45.9,11,1278822,Unreliable
Florida,12,2014,2014,Male,M,Other ill-defined and unspecified causes of mortality,R99,14,1278822,Unreliable
Florida,12,2014,2014,Male,M,"Pedestrian injured in collision with car, pick-up truck or van, traffic accident",V03.1,15,1278822,Unreliable
Florida,12,2014,2014,Male,M,Pedestrian injured in traffic accident involving other and unspecified motor vehicles,V09.2,32,1278822,2.5
Florida,12,2014,2014,Male,M,"Motorcycle rider injured in collision with car, pick-up truck or van, driver injured in traffic accident",V23.4,27,1278822,2.1
Florida,12,2014,2014,Male,M,"Motorcycle rider injured in collision with fixed or stationary object, driver injured in traffic accident",V27.4,11,1278822,Unreliable
Florida,12,2014,2014,Male,M,Driver injured in collision with other and unspecified motor vehicles in traffic accident,V29.4,17,1278822,Unreliable
Florida,12,2014,2014,Male,M,Motorcycle rider [any] injured in unspecified traffic accident,V29.9,17,1278822,Unreliable
Florida,12,2014,2014,Male,M,"Car occupant injured in collision with car, pick-up truck or van, driver injured in traffic accident",V43.5,16,1278822,Unreliable
Florida,12,2014,2014,Male,M,"Car occupant injured in collision with fixed or stationary object, driver injured in traffic accident",V47.5,14,1278822,Unreliable
Florida,12,2014,2014,Male,M,Person injured in collision between other specified motor vehicles (traffic),V87.7,26,1278822,2
Florida,12,2014,2014,Male,M,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,99,1278822,7.7
Florida,12,2014,2014,Male,M,Drowning and submersion while in natural water,W69,20,1278822,1.6
Florida,12,2014,2014,Male,M,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,174,1278822,13.6
Florida,12,2014,2014,Male,M,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,164,1278822,12.8
Florida,12,2014,2014,Male,M,Accidental poisoning by and exposure to other gases and vapours,X47,11,1278822,Unreliable
Florida,12,2014,2014,Male,M,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,13,1278822,Unreliable
Florida,12,2014,2014,Male,M,"Intentional self-harm by hanging, strangulation and suffocation",X70,101,1278822,7.9
Florida,12,2014,2014,Male,M,Intentional self-harm by handgun discharge,X72,42,1278822,3.3
Florida,12,2014,2014,Male,M,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,21,1278822,1.6
Florida,12,2014,2014,Male,M,Intentional self-harm by other and unspecified firearm discharge,X74,74,1278822,5.8
Florida,12,2014,2014,Male,M,Intentional self-harm by jumping from a high place,X80,10,1278822,Unreliable
Florida,12,2014,2014,Male,M,Assault by handgun discharge,X93,36,1278822,2.8
Florida,12,2014,2014,Male,M,Assault by other and unspecified firearm discharge,X95,184,1278822,14.4
Florida,12,2014,2014,Male,M,Assault by sharp object,X99,19,1278822,Unreliable
Georgia,13,2014,2014,Female,F,"Breast, unspecified - Malignant neoplasms",C50.9,10,699012,Unreliable
Georgia,13,2014,2014,Female,F,Systemic lupus erythematosus with organ or system involvement,M32.1,11,699012,Unreliable
Georgia,13,2014,2014,Female,F,Person injured in collision between other specified motor vehicles (traffic),V87.7,10,699012,Unreliable
Georgia,13,2014,2014,Female,F,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,19,699012,Unreliable
Georgia,13,2014,2014,Female,F,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,21,699012,3
Georgia,13,2014,2014,Female,F,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,32,699012,4.6
Georgia,13,2014,2014,Female,F,"Intentional self-harm by hanging, strangulation and suffocation",X70,11,699012,Unreliable
Georgia,13,2014,2014,Female,F,Intentional self-harm by other and unspecified firearm discharge,X74,10,699012,Unreliable
Georgia,13,2014,2014,Female,F,Assault by other and unspecified firearm discharge,X95,25,699012,3.6
Georgia,13,2014,2014,Male,M,Unspecified human immunodeficiency virus [HIV] disease,B24,11,684425,Unreliable
Georgia,13,2014,2014,Male,M,Hypertensive heart disease without (congestive) heart failure,I11.9,15,684425,Unreliable
Georgia,13,2014,2014,Male,M,"Acute myocardial infarction, unspecified",I21.9,11,684425,Unreliable
Georgia,13,2014,2014,Male,M,Pedestrian injured in traffic accident involving other and unspecified motor vehicles,V09.2,13,684425,Unreliable
Georgia,13,2014,2014,Male,M,"Motorcycle rider injured in collision with fixed or stationary object, driver injured in traffic accident",V27.4,10,684425,Unreliable
Georgia,13,2014,2014,Male,M,Car occupant [any] injured in unspecified traffic accident,V49.9,15,684425,Unreliable
Georgia,13,2014,2014,Male,M,Person injured in collision between other specified motor vehicles (traffic),V87.7,16,684425,Unreliable
Georgia,13,2014,2014,Male,M,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,67,684425,9.8
Georgia,13,2014,2014,Male,M,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,14,684425,Unreliable
Georgia,13,2014,2014,Male,M,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,95,684425,13.9
Georgia,13,2014,2014,Male,M,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,64,684425,9.4
Georgia,13,2014,2014,Male,M,"Intentional self-harm by hanging, strangulation and suffocation",X70,41,684425,6
Georgia,13,2014,2014,Male,M,Intentional self-harm by handgun discharge,X72,22,684425,3.2
Georgia,13,2014,2014,Male,M,Intentional self-harm by other and unspecified firearm discharge,X74,71,684425,10.4
Georgia,13,2014,2014,Male,M,Assault by other and unspecified firearm discharge,X95,122,684425,17.8
Hawaii,15,2014,2014,Male,M,"Intentional self-harm by hanging, strangulation and suffocation",X70,25,113374,22.1
Idaho,16,2014,2014,Female,F,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,11,106669,Unreliable
Illinois,17,2014,2014,Female,F,"Breast, unspecified - Malignant neoplasms",C50.9,11,886721,Unreliable
Illinois,17,2014,2014,Female,F,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,13,886721,Unreliable
Illinois,17,2014,2014,Female,F,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,57,886721,6.4
Illinois,17,2014,2014,Female,F,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,27,886721,3
Illinois,17,2014,2014,Female,F,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,13,886721,Unreliable
Illinois,17,2014,2014,Female,F,"Intentional self-harm by hanging, strangulation and suffocation",X70,16,886721,Unreliable
Illinois,17,2014,2014,Female,F,Assault by other and unspecified firearm discharge,X95,13,886721,Unreliable
Illinois,17,2014,2014,Male,M,"Brain, unspecified - Malignant neoplasms",C71.9,11,894224,Unreliable
Illinois,17,2014,2014,Male,M,"Unspecified diabetes mellitus, without complications",E14.9,10,894224,Unreliable
Illinois,17,2014,2014,Male,M,Other obesity,E66.8,14,894224,Unreliable
Illinois,17,2014,2014,Male,M,Hypertensive heart disease without (congestive) heart failure,I11.9,10,894224,Unreliable
Illinois,17,2014,2014,Male,M,"Acute myocardial infarction, unspecified",I21.9,10,894224,Unreliable
Illinois,17,2014,2014,Male,M,Atherosclerotic heart disease,I25.1,13,894224,Unreliable
Illinois,17,2014,2014,Male,M,"Pedestrian injured in collision with car, pick-up truck or van, traffic accident",V03.1,12,894224,Unreliable
Illinois,17,2014,2014,Male,M,Person injured in collision between other specified motor vehicles (traffic),V87.7,13,894224,Unreliable
Illinois,17,2014,2014,Male,M,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,39,894224,4.4
Illinois,17,2014,2014,Male,M,Drowning and submersion while in natural water,W69,10,894224,Unreliable
Illinois,17,2014,2014,Male,M,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,181,894224,20.2
Illinois,17,2014,2014,Male,M,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,67,894224,7.5
